item_name,item_code,kind_name,kind_code,rank,rank_code,unit,day1,dpr1,day2,dpr2,day3,dpr3,day4,dpr4,day5,dpr5,day6,dpr6,day7,dpr7,date,region
갓,216,갓(1kg),0,상품,4,1kg,당일 (01/12),-,1일전 (01/11),-,1주일전 (01/05),-,2주일전 (12/29),"3,500",1개월전,"5,750",1년전,-,일평년,"3,961",2024-01-12,
갓,216,갓(1kg),0,상품,4,1kg,당일 (01/16),-,1일전 (01/15),-,1주일전 (01/09),-,2주일전 (01/02),"4,000",1개월전,"5,750",1년전,-,일평년,"3,961",2024-01-16,
갓,216,갓(1kg),0,상품,4,1kg,당일 (01/17),-,1일전 (01/16),-,1주일전 (01/10),-,2주일전 (01/03),"3,750",1개월전,"5,750",1년전,-,일평년,"3,961",2024-01-17,
갓,216,갓(1kg),0,상품,4,1kg,당일 (01/18),-,1일전 (01/17),-,1주일전 (01/11),-,2주일전 (01/04),"4,000",1개월전,"5,750",1년전,-,일평년,"3,961",2024-01-18,
갓,216,갓(1kg),0,상품,4,1kg,당일 (10/25),"3,830",1일전 (10/24),-,1주일전 (10/18),-,2주일전 (10/11),-,1개월전,-,1년전,-,일평년,"3,731",2024-10-25,
갓,216,갓(1kg),0,상품,4,1kg,당일 (10/26),-,1일전 (10/25),"3,830",1주일전 (10/19),-,2주일전 (10/12),-,1개월전,-,1년전,-,일평년,"3,731",2024-10-26,
갓,216,갓(1kg),0,상품,4,1kg,당일 (10/28),"3,830",1일전 (10/27),-,1주일전 (10/21),-,2주일전 (10/14),-,1개월전,-,1년전,-,일평년,"3,731",2024-10-28,
갓,216,갓(1kg),0,상품,4,1kg,당일 (10/31),-,1일전 (10/30),"4,000",1주일전 (10/24),-,2주일전 (10/17),-,1개월전,-,1년전,-,일평년,"3,731",2024-10-31,
갓,216,갓(1kg),0,상품,4,1kg,당일 (11/01),"4,330",1일전 (10/31),"4,660",1주일전 (10/25),"3,830",2주일전 (10/18),-,1개월전,-,1년전,"3,247",일평년,"3,489",2024-11-01,전주
갓,216,갓(1kg),0,상품,4,1kg,당일 (11/02),-,1일전 (11/01),"4,330",1주일전 (10/26),-,2주일전 (10/19),-,1개월전,-,1년전,"3,247",일평년,"3,489",2024-11-02,전주
갓,216,갓(1kg),0,상품,4,1kg,당일 (11/04),-,1일전 (11/03),-,1주일전 (10/28),"3,830",2주일전 (10/21),-,1개월전,-,1년전,"3,247",일평년,"3,489",2024-11-04,전주
갓,216,갓(1kg),0,상품,4,1kg,당일 (11/05),"3,830",1일전 (11/04),"4,330",1주일전 (10/29),"4,500",2주일전 (10/22),-,1개월전,-,1년전,"3,247",일평년,"3,489",2024-11-05,전주
갓,216,갓(1kg),0,상품,4,1kg,당일 (11/06),"3,660",1일전 (11/05),"3,830",1주일전 (10/30),"4,000",2주일전 (10/23),-,1개월전,-,1년전,"3,247",일평년,"3,489",2024-11-06,전주
갓,216,갓(1kg),0,상품,4,1kg,당일 (11/07),"3,500",1일전 (11/06),"3,660",1주일전 (10/31),"4,660",2주일전 (10/24),-,1개월전,-,1년전,"3,247",일평년,"3,489",2024-11-07,전주
갓,216,갓(1kg),0,상품,4,1kg,당일 (11/08),"3,150",1일전 (11/07),"3,500",1주일전 (11/01),"4,330",2주일전 (10/25),"3,830",1개월전,-,1년전,"3,247",일평년,"3,489",2024-11-08,전주
갓,216,갓(1kg),0,상품,4,1kg,당일 (11/11),"3,065",1일전 (11/10),-,1주일전 (11/04),"4,330",2주일전 (10/28),"3,830",1개월전,-,1년전,"3,559",일평년,"4,053",2024-11-11,전주
갓,216,갓(1kg),0,상품,4,1kg,당일 (11/12),"2,900",1일전 (11/11),"3,065",1주일전 (11/05),"3,830",2주일전 (10/29),"4,500",1개월전,-,1년전,"3,559",일평년,"4,053",2024-11-12,전주
갓,216,갓(1kg),0,상품,4,1kg,당일 (11/13),"2,990",1일전 (11/12),"2,900",1주일전 (11/06),"3,660",2주일전 (10/30),"4,000",1개월전,-,1년전,"3,559",일평년,"4,053",2024-11-13,전주
갓,216,갓(1kg),0,상품,4,1kg,당일 (11/14),"2,985",1일전 (11/13),"2,990",1주일전 (11/07),"3,500",2주일전 (10/31),"4,660",1개월전,-,1년전,"3,559",일평년,"4,053",2024-11-14,전주
갓,216,갓(1kg),0,상품,4,1kg,당일 (11/15),"2,770",1일전 (11/14),"2,985",1주일전 (11/08),"3,150",2주일전 (11/01),"4,330",1개월전,-,1년전,"3,559",일평년,"4,053",2024-11-15,전주
갓,216,갓(1kg),0,상품,4,1kg,당일 (11/18),"2,805",1일전 (11/17),-,1주일전 (11/11),"3,065",2주일전 (11/04),"4,330",1개월전,-,1년전,"3,559",일평년,"4,053",2024-11-18,전주
갓,216,갓(1kg),0,상품,4,1kg,당일 (11/19),"2,670",1일전 (11/18),"2,805",1주일전 (11/12),"2,900",2주일전 (11/05),"3,830",1개월전,-,1년전,"3,559",일평년,"4,053",2024-11-19,전주
갓,216,갓(1kg),0,상품,4,1kg,당일 (11/20),"2,605",1일전 (11/19),"2,670",1주일전 (11/13),"2,990",2주일전 (11/06),"3,660",1개월전,-,1년전,"3,559",일평년,"4,053",2024-11-20,전주
갓,216,갓(1kg),0,상품,4,1kg,당일 (11/21),"2,690",1일전 (11/20),"2,605",1주일전 (11/14),"2,985",2주일전 (11/07),"3,500",1개월전,"3,767",1년전,"4,476",일평년,"4,358",2024-11-21,전주
갓,216,갓(1kg),0,상품,4,1kg,당일 (11/22),"2,990",1일전 (11/21),"2,690",1주일전 (11/15),"2,770",2주일전 (11/08),"3,150",1개월전,"3,767",1년전,"4,476",일평년,"4,358",2024-11-22,전주
갓,216,갓(1kg),0,상품,4,1kg,당일 (11/25),"2,905",1일전 (11/24),-,1주일전 (11/18),"2,805",2주일전 (11/11),"3,065",1개월전,"3,767",1년전,"4,476",일평년,"4,358",2024-11-25,전주
갓,216,갓(1kg),0,상품,4,1kg,당일 (11/26),"2,990",1일전 (11/25),"2,905",1주일전 (11/19),"2,670",2주일전 (11/12),"2,900",1개월전,"3,767",1년전,"4,476",일평년,"4,358",2024-11-26,전주
갓,216,갓(1kg),0,상품,4,1kg,당일 (11/27),"2,905",1일전 (11/26),"2,990",1주일전 (11/20),"2,605",2주일전 (11/13),"2,990",1개월전,"3,767",1년전,"4,476",일평년,"4,358",2024-11-27,전주
갓,216,갓(1kg),0,상품,4,1kg,당일 (11/28),"3,070",1일전 (11/27),"2,905",1주일전 (11/21),"2,690",2주일전 (11/14),"2,985",1개월전,"3,767",1년전,"4,476",일평년,"4,358",2024-11-28,전주
갓,216,갓(1kg),0,상품,4,1kg,당일 (11/29),"3,830",1일전 (11/28),"3,070",1주일전 (11/22),"2,990",2주일전 (11/15),"2,770",1개월전,"3,767",1년전,"4,476",일평년,"4,358",2024-11-29,전주
갓,216,갓(1kg),0,상품,4,1kg,당일 (12/02),"4,500",1일전 (12/01),-,1주일전 (11/25),"2,905",2주일전 (11/18),"2,805",1개월전,"3,985",1년전,"5,878",일평년,"4,558",2024-12-02,전주
갓,216,갓(1kg),0,상품,4,1kg,당일 (12/03),"4,000",1일전 (12/02),"4,500",1주일전 (11/26),"2,990",2주일전 (11/19),"2,670",1개월전,"3,985",1년전,"5,878",일평년,"4,558",2024-12-03,전주
갓,216,갓(1kg),0,상품,4,1kg,당일 (12/04),"3,860",1일전 (12/03),"4,000",1주일전 (11/27),"2,905",2주일전 (11/20),"2,605",1개월전,"3,985",1년전,"5,878",일평년,"4,558",2024-12-04,전주
갓,216,갓(1kg),0,상품,4,1kg,당일 (12/05),"4,160",1일전 (12/04),"3,860",1주일전 (11/28),"3,070",2주일전 (11/21),"2,690",1개월전,"3,985",1년전,"5,878",일평년,"4,558",2024-12-05,전주
갓,216,갓(1kg),0,상품,4,1kg,당일 (12/06),-,1일전 (12/05),"4,160",1주일전 (11/29),"3,830",2주일전 (11/22),"2,990",1개월전,"3,985",1년전,"5,878",일평년,"4,558",2024-12-06,전주
갓,216,갓(1kg),0,상품,4,1kg,당일 (12/09),"3,830",1일전 (12/08),-,1주일전 (12/02),"4,500",2주일전 (11/25),"2,905",1개월전,"3,985",1년전,"5,878",일평년,"4,558",2024-12-09,전주
갓,216,갓(1kg),0,상품,4,1kg,당일 (12/10),"3,500",1일전 (12/09),"3,830",1주일전 (12/03),"4,000",2주일전 (11/26),"2,990",1개월전,"3,985",1년전,"5,878",일평년,"4,558",2024-12-10,전주
갓,216,갓(1kg),0,상품,4,1kg,당일 (12/11),"3,160",1일전 (12/10),"3,500",1주일전 (12/04),"3,860",2주일전 (11/27),"2,905",1개월전,"3,678",1년전,"5,750",일평년,"4,210",2024-12-11,전주
갓,216,갓(1kg),00,상품,04,1kg,당일 (12/12),"3,330",1일전 (12/11),"3,160",1주일전 (12/05),"4,160",2주일전 (11/28),"3,070",1개월전,"3,678",1년전,"5,750",일평년,"4,210",2024-12-12,전주
